Company	Date	Plant	Storage Location	Material	Profit Center	Moving Type	DCFlag	Quantity	Base UOM	Amount	Currency
C520	2018	12	C521	C521	14-238826A	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-238842	5200000110	4	PC	0	USD	KI
C520	2018	12	C521	C521	14-238843	5200000110	4	PC	0	USD	KI
C520	2018	12	C521	C521	14-238844	5200000110	4	PC	0	USD	KI
C520	2018	12	C521	C521	14-238855	5200000110	-12	PC	0	USD	KI
C520	2018	12	C521	C521	14-238856F	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238864	5200000110	13	PC	0	USD	KI
C520	2018	12	C521	C521	14-238868	5200000110	4	PC	0	USD	KI
C520	2018	12	C521	C521	14-238893A	5200000110	5	PC	0	USD	KI
C520	2018	12	C521	C521	14-238893B	5200000110	5	PC	0	USD	KI
C520	2018	12	C521	C521	14-238893C	5200000110	5	PC	0	USD	KI
C520	2018	12	C521	C521	14-238893D	5200000110	5	PC	0	USD	KI
C520	2018	12	C521	C521	14-238893E	5200000110	5	PC	0	USD	KI
C520	2018	12	C521	C521	14-238893F	5200000110	6	PC	0	USD	KI
C520	2018	12	C521	C521	14-238894A	5200000110	5	PC	0	USD	KI
C520	2018	12	C521	C521	14-238894B	5200000110	11	PC	0	USD	KI
C520	2018	12	C521	C521	14-238894C	5200000110	6	PC	0	USD	KI
C520	2018	12	C521	C521	14-238894D	5200000110	5	PC	0	USD	KI
C520	2018	12	C521	C521	14-238894E	5200000110	5	PC	0	USD	KI
C520	2018	12	C521	C521	14-238894F	5200000110	15	PC	0	USD	KI
C520	2018	12	C521	C521	14-238894G	5200000110	5	PC	0	USD	KI
C520	2018	12	C521	C521	14-238897	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238898	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238899	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-238900D	5200000110	5	PC	0	USD	KI
C520	2018	12	C521	C521	14-238901A	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-238901F	5200000110	10	PC	0	USD	KI
C520	2018	12	C521	C521	14-238931a	5200000110	3	PC	0	USD	KI
C520	2018	12	C521	C521	14-238931b	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238932a	5200000110	3	PC	0	USD	KI
C520	2018	12	C521	C521	14-238932b	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238934b	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238935	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238936a	5200000110	18	PC	0	USD	KI
C520	2018	12	C521	C521	14-238936B	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238936C	5200000110	6	PC	0	USD	KI
C520	2018	12	C521	C521	14-238937	5200000110	5	PC	0	USD	KI
C520	2018	12	C521	C521	14-238938a	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238939a	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238939b	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238939c	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238939d	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238939e	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238939G	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238939H	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238939I	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238939J	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238940a	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238940b	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238940c	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238940D	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238940e	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238940f	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238940G	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238940H	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238940I	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238940J	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238941a	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238941b	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238941c	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238941d	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238941e	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238941f	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238941h	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238941j	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238968	5200000110	29	PC	0	USD	KI
C520	2018	12	C521	C521	14-238969a	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-238969B	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-238969C	5200000110	3	PC	0	USD	KI
C520	2018	12	C521	C521	14-238970	5200000110	-1	PC	0	USD	KI
C520	2018	12	C521	C521	14-238973	5200000110	5	PC	0	USD	KI
C520	2018	12	C521	C521	14-238976	5200000110	1	PC	0	USD	KI
C520	2018	12	C521	C521	14-238999	5200000110	1	PC	0	USD	KI
C520	2018	12	C521	C521	14-239019	5200000110	14	PC	0	USD	KI
C520	2018	12	C521	C521	14-239024	5200000110	1	PC	0	USD	KI
C520	2018	12	C521	C521	14-239030	5200000110	5	PC	0	USD	KI
C520	2018	12	C521	C521	14-239033A	5200000110	1	PC	0	USD	KI
C520	2018	12	C521	C521	14-239033B	5200000110	1	PC	0	USD	KI
C520	2018	12	C521	C521	14-239034H	5200000110	1	PC	0	USD	KI
C520	2018	12	C521	C521	14-239035B	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239035I	5200000110	17	PC	0	USD	KI
C520	2018	12	C521	C521	14-239036	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-239044	5200000110	24	PC	0	USD	KI
C520	2018	12	C521	C521	14-239046	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-239049	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239050	5200000110	6	PC	0	USD	KI
C520	2018	12	C521	C521	14-239058	5200000110	1	PC	0	USD	KI
C520	2018	12	C521	C521	14-239059	5200000110	33	PC	0	USD	KI
C520	2018	12	C521	C521	14-239060	5200000110	10	PC	0	USD	KI
C520	2018	12	C521	C521	14-239072	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239073	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239090	5200000110	20	PC	0	USD	KI
C520	2018	12	C521	C521	14-239095	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239105	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239109	5200000110	1	PC	0	USD	KI
C520	2018	12	C521	C521	14-239113	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239114	5200000110	4	PC	0	USD	KI
C520	2018	12	C521	C521	14-239136	5200000110	15	PC	0	USD	KI
C520	2018	12	C521	C521	14-239137	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239138	5200000110	6	PC	0	USD	KI
C520	2018	12	C521	C521	14-239149	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239151	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239155	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239156G	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239156L	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239158A	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239159	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239160	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239161	5200000110	1	PC	0	USD	KI
C520	2018	12	C521	C521	14-239163	5200000110	1	PC	0	USD	KI
C520	2018	12	C521	C521	14-239176A	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239176B	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239177	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239187	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239189	5200000110	6	PC	0	USD	KI
C520	2018	12	C521	C521	14-239195	5200000110	25	PC	0	USD	KI
C520	2018	12	C521	C521	14-239201	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239202	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-239203	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239207	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239215	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239217	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239219	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239222D	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239225	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239227	5200000110	19	PC	0	USD	KI
C520	2018	12	C521	C521	14-239231A	5200000110	4	PC	0	USD	KI
C520	2018	12	C521	C521	14-239231B	5200000110	4	PC	0	USD	KI
C520	2018	12	C521	C521	14-239233	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-239250	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-301295	5200000110	30	PC	0	USD	KI
C520	2018	12	C521	C521	14-301409	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-301523	5200000110	592	PC	0	USD	KI
C520	2018	12	C521	C521	14-301534	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-301535	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-301571	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-46111371	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-461138	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-713698	5200000110	40	PC	0	USD	KI
C520	2018	12	C521	C521	14-719115	5200000110	20	PC	0	USD	KI
C520	2018	12	C521	C521	14-721220	5200000110	8	PC	0	USD	KI
C520	2018	12	C521	C521	14-797286	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-797752	5200000110	30	PC	0	USD	KI
C520	2018	12	C521	C521	14-798307	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-798308	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-798357	5200000110	4	PC	0	USD	KI
C520	2018	12	C521	C521	14-799028	5200000110	-2	PC	0	USD	KI
C520	2018	12	C521	C521	14-799038	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-802331	5200000110	10	PC	0	USD	KI
C520	2018	12	C521	C521	14-806911	5200000110	6	PC	0	USD	KI
C520	2018	12	C521	C521	14-809170	5200000110	110	PC	0	USD	KI
C520	2018	12	C521	C521	14-809171	5200000110	10	PC	0	USD	KI
C520	2018	12	C521	C521	14-810031	5200000110	102	PC	0	USD	KI
C520	2018	12	C521	C521	14-811184	5200000110	36	PC	0	USD	KI
C520	2018	12	C521	C521	14-811211	5200000110	100	PC	0	USD	KI
C520	2018	12	C521	C521	14-811298	5200000110	-89	PC	0	USD	KI
C520	2018	12	C521	C521	14-811313	5200000110	39	PC	0	USD	KI
C520	2018	12	C521	C521	14-811314	5200000110	15	PC	0	USD	KI
C520	2018	12	C521	C521	14-811555	5200000110	10	PC	0	USD	KI
C520	2018	12	C521	C521	14-811615	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-812542	5200000110	31	PC	0	USD	KI
C520	2018	12	C521	C521	14-812743	5200000110	200	PC	0	USD	KI
C520	2018	12	C521	C521	14-812805	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-813055	5200000110	10	PC	0	USD	KI
C520	2018	12	C521	C521	14-813171	5200000110	23	PC	0	USD	KI
C520	2018	12	C521	C521	14-813175	5200000110	32	PC	0	USD	KI
C520	2018	12	C521	C521	14-813178	5200000110	25	PC	0	USD	KI
C520	2018	12	C521	C521	14-813209	5200000110	4	PC	0	USD	KI
C520	2018	12	C521	C521	14-813210	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-813637	5200000110	31076	PC	0	USD	KI
C520	2018	12	C521	C521	14-814422	5200000110	16	PC	0	USD	KI
C520	2018	12	C521	C521	14-814423	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-814458	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-814510	5200000110	5	PC	0	USD	KI
C520	2018	12	C521	C521	14-814512	5200000110	20	PC	0	USD	KI
C520	2018	12	C521	C521	14-814652B	5200000110	10	PC	0	USD	KI
C520	2018	12	C521	C521	14-814653B	5200000110	1	PC	0	USD	KI
C520	2018	12	C521	C521	14-814654B	5200000110	1	PC	0	USD	KI
C520	2018	12	C521	C521	14-814655B	5200000110	54	PC	0	USD	KI
C520	2018	12	C521	C521	14-814656B	5200000110	50	PC	0	USD	KI
C520	2018	12	C521	C521	14-814658	5200000110	30	PC	0	USD	KI
C520	2018	12	C521	C521	14-814659	5200000110	40	PC	0	USD	KI
C520	2018	12	C521	C521	14-814660	5200000110	25	PC	0	USD	KI
C520	2018	12	C521	C521	14-814661	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-814664	5200000110	30169	PC	0	USD	KI
C520	2018	12	C521	C521	14-814665	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-814667	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-814668	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-814799	5200000110	1000	PC	0	USD	KI
C520	2018	12	C521	C521	14-814856	5200000110	3	PC	0	USD	KI
C520	2018	12	C521	C521	14-814879	5200000110	100	PC	0	USD	KI
C520	2018	12	C521	C521	14-814941	5200000110	4	PC	0	USD	KI
C520	2018	12	C521	C521	14-815100	5200000110	34	PC	0	USD	KI
C520	2018	12	C521	C521	14-815136	5200000110	11	PC	0	USD	KI
C520	2018	12	C521	C521	14-815142	5200000110	12	PC	0	USD	KI
C520	2018	12	C521	C521	14-815303	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-815329	5200000110	-100	PC	0	USD	KI
C520	2018	12	C521	C521	14-815340	5200000110	60	PC	0	USD	KI
C520	2018	12	C521	C521	14-815445	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-815643	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-815647	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-815702	5200000110	40	PC	0	USD	KI
C520	2018	12	C521	C521	14-815734	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-815737	5200000110	90	PC	0	USD	KI
C520	2018	12	C521	C521	14-815797	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-815800	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-815818	5200000110	32	PC	0	USD	KI
C520	2018	12	C521	C521	14-815890	5200000110	10	PC	0	USD	KI
C520	2018	12	C521	C521	14-816106	5200000110	160	PC	0	USD	KI
C520	2018	12	C521	C521	14-816221	5200000110	9	PC	0	USD	KI
C520	2018	12	C521	C521	14-816228	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-816327	5200000110	99	PC	0	USD	KI
C520	2018	12	C521	C521	14-816466	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-816468	5200000110	4	PC	0	USD	KI
C520	2018	12	C521	C521	14-816519	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-816533	5200000110	28	PC	0	USD	KI
C520	2018	12	C521	C521	14-816545	5200000110	1	PC	0	USD	KI
C520	2018	12	C521	C521	14-816547	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-816560	5200000110	3	PC	0	USD	KI
C520	2018	12	C521	C521	14-816577	5200000110	3	PC	0	USD	KI
C520	2018	12	C521	C521	14-816628	5200000110	1	PC	0	USD	KI
C520	2018	12	C521	C521	14-816659	5200000110	100	PC	0	USD	KI
C520	2018	12	C521	C521	14-816660	5200000110	90	PC	0	USD	KI
C520	2018	12	C521	C521	14-816661	5200000110	91	PC	0	USD	KI
C520	2018	12	C521	C521	14-816662	5200000110	105	PC	0	USD	KI
C520	2018	12	C521	C521	14-816663	5200000110	91	PC	0	USD	KI
C520	2018	12	C521	C521	14-816664	5200000110	90	PC	0	USD	KI
C520	2018	12	C521	C521	14-816665	5200000110	100	PC	0	USD	KI
C520	2018	12	C521	C521	14-816666	5200000110	100	PC	0	USD	KI
C520	2018	12	C521	C521	14-816667	5200000110	100	PC	0	USD	KI
C520	2018	12	C521	C521	14-816668	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-816671	5200000110	110	PC	0	USD	KI
C520	2018	12	C521	C521	14-816707	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-816722	5200000110	15	PC	0	USD	KI
C520	2018	12	C521	C521	14-816723	5200000110	15	PC	0	USD	KI
C520	2018	12	C521	C521	14-816728	5200000110	768	PC	0	USD	KI
C520	2018	12	C521	C521	14-816839	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-816863	5200000110	32	PC	0	USD	KI
C520	2018	12	C521	C521	14-816907	5200000110	5	PC	0	USD	KI
C520	2018	12	C521	C521	14-816940	5200000110	5	PC	0	USD	KI
C520	2018	12	C521	C521	14-816978	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-816981	5200000110	46	PC	0	USD	KI
C520	2018	12	C521	C521	14-816993	5200000110	3	PC	0	USD	KI
C520	2018	12	C521	C521	14-816994	5200000110	3	PC	0	USD	KI
C520	2018	12	C521	C521	14-817093	5200000110	3	PC	0	USD	KI
C520	2018	12	C521	C521	14-817302	5200000110	200	PC	0	USD	KI
C520	2018	12	C521	C521	14-817343	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-817387	5200000110	30	PC	0	USD	KI
C520	2018	12	C521	C521	14-817388	5200000110	30	PC	0	USD	KI
C520	2018	12	C521	C521	14-817389	5200000110	120	PC	0	USD	KI
C520	2018	12	C521	C521	14-817390	5200000110	30	PC	0	USD	KI
C520	2018	12	C521	C521	14-817391	5200000110	30	PC	0	USD	KI
C520	2018	12	C521	C521	14-817392	5200000110	30	PC	0	USD	KI
C520	2018	12	C521	C521	14-817432	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-817433	5200000110	34	PC	0	USD	KI
C520	2018	12	C521	C521	14-817434	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-817437	5200000110	21	PC	0	USD	KI
C520	2018	12	C521	C521	14-817444	5200000110	8	PC	0	USD	KI
C520	2018	12	C521	C521	14-817444A	5200000110	6	PC	0	USD	KI
C520	2018	12	C521	C521	14-817486B	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-817486C	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-817495	5200000110	40	PC	0	USD	KI
C520	2018	12	C521	C521	14-817505	5200000110	1	PC	0	USD	KI
C520	2018	12	C521	C521	14-817558	5200000110	20	PC	0	USD	KI
C520	2018	12	C521	C521	14-817564	5200000110	4	PC	0	USD	KI
C520	2018	12	C521	C521	14-817647	5200000110	49	PC	0	USD	KI
C520	2018	12	C521	C521	14-817746	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-817924	5200000110	30	PC	0	USD	KI
C520	2018	12	C521	C521	14-817954	5200000110	10	PC	0	USD	KI
C520	2018	12	C521	C521	14-818029	5200000110	27	PC	0	USD	KI
C520	2018	12	C521	C521	14-818038	5200000110	140	PC	0	USD	KI
C520	2018	12	C521	C521	14-818039	5200000110	60	PC	0	USD	KI
C520	2018	12	C521	C521	14-818040	5200000110	2500	PC	0	USD	KI
C520	2018	12	C521	C521	14-818046	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-818102	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818107	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-818128	5200000110	10	PC	0	USD	KI
C520	2018	12	C521	C521	14-818178	5200000110	99	PC	0	USD	KI
C520	2018	12	C521	C521	14-818179	5200000110	10	PC	0	USD	KI
C520	2018	12	C521	C521	14-818189	5200000110	-50	PC	0	USD	KI
C520	2018	12	C521	C521	14-818195	5200000110	10	PC	0	USD	KI
C520	2018	12	C521	C521	14-818211	5200000110	10	PC	0	USD	KI
C520	2018	12	C521	C521	14-818212	5200000110	15	PC	0	USD	KI
C520	2018	12	C521	C521	14-818273	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818346	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818347	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818348	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818349	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818350	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818351	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818352	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818372	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818469	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818635	5200000110	10	PC	0	USD	KI
C520	2018	12	C521	C521	14-818636	5200000110	19	PC	0	USD	KI
C520	2018	12	C521	C521	14-818637	5200000110	14	PC	0	USD	KI
C520	2018	12	C521	C521	14-818638	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818639	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818717	5200000110	30	PC	0	USD	KI
C520	2018	12	C521	C521	14-818726	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818728	5200000110	30	PC	0	USD	KI
C520	2018	12	C521	C521	14-818729	5200000110	28	PC	0	USD	KI
C520	2018	12	C521	C521	14-818730	5200000110	4	PC	0	USD	KI
C520	2018	12	C521	C521	14-818731	5200000110	4	PC	0	USD	KI
C520	2018	12	C521	C521	14-818732	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818746	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818768	5200000110	10	PC	0	USD	KI
C520	2018	12	C521	C521	14-818782	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818783	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818784	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818894	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818902	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818967	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818970	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-818971	5200000110	100	PC	0	USD	KI
C520	2018	12	C521	C521	14-818974	5200000110	30	PC	0	USD	KI
C520	2018	12	C521	C521	14-819013	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-819015	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-819104	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-926675	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-926680	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-926820	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-930-050319	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-932-050719-000	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-932975	5200000110	300	PC	0	USD	KI
C520	2018	12	C521	C521	14-933250P	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-933295P	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-934155	5200000110	6	PC	0	USD	KI
C520	2018	12	C521	C521	14-934161	5200000110	20	PC	0	USD	KI
C520	2018	12	C521	C521	14-937180	5200000110	20	PC	0	USD	KI
C520	2018	12	C521	C521	14-940685	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-941584	5200000110	320	PC	0	USD	KI
C520	2018	12	C521	C521	14-942980P	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-943830	5200000110	1100	PC	0	USD	KI
C520	2018	12	C521	C521	14-945715	5200000110	300	PC	0	USD	KI
C520	2018	12	C521	C521	14-946185	5200000110	220	PC	0	USD	KI
C520	2018	12	C521	C521	14-947472	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-947700	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-947863	5200000110	270	PC	0	USD	KI
C520	2018	12	C521	C521	14-948021	5200000110	8	PC	0	USD	KI
C520	2018	12	C521	C521	14-948056	5200000110	20	PC	0	USD	KI
C520	2018	12	C521	C521	14-948217	5200000110	50	PC	0	USD	KI
C520	2018	12	C521	C521	14-948914	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-949036	5200000110	4	PC	0	USD	KI
C520	2018	12	C521	C521	14-949409	5200000110	200	PC	0	USD	KI
C520	2018	12	C521	C521	14-949665	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-949863	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-950118	5200000110	3	PC	0	USD	KI
C520	2018	12	C521	C521	14-950121	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-950146P	5200000110	5	PC	0	USD	KI
C520	2018	12	C521	C521	14-950214	5200000110	11	PC	0	USD	KI
C520	2018	12	C521	C521	14-950327	5200000110	1	PC	0	USD	KI
C520	2018	12	C521	C521	14-950407	5200000110	10	PC	0	USD	KI
C520	2018	12	C521	C521	14-950439	5200000110	1	PC	0	USD	KI
C520	2018	12	C521	C521	14-950443	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-950465	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-950470	5200000110	3	PC	0	USD	KI
C520	2018	12	C521	C521	14-950478	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-950492	5200000110	1	PC	0	USD	KI
C520	2018	12	C521	C521	14-950494	5200000110	1	PC	0	USD	KI
C520	2018	12	C521	C521	14-950495	5200000110	5	PC	0	USD	KI
C520	2018	12	C521	C521	14-950527	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-950548	5200000110	4	PC	0	USD	KI
C520	2018	12	C521	C521	14-950571	5200000110	6	PC	0	USD	KI
C520	2018	12	C521	C521	14-950614	5200000110	21214	PC	0	USD	KI
C520	2018	12	C521	C521	14-950615	5200000110	9063	PC	0	USD	KI
C520	2018	12	C521	C521	14-950616	5200000110	5796	PC	0	USD	KI
C520	2018	12	C521	C521	14-950629	5200000110	0	PC	0	USD	KI
C520	2018	12	C521	C521	14-950728	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-950732	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-950733	5200000110	2	PC	0	USD	KI
C520	2018	12	C521	C521	14-950907	5200000110	63	PC	0	USD	KI
C520	2018	12	C521	C521	14-950993	5200000110	4	PC	0	USD	KI
C520	2018	12	C521	C521	14-950994	5200000110	0	PC	0	USD	KI
